Student_ID,Age,Gender,Department,Semester,CGPA,Academic_Score,Attendance_Percentage,Communication_Skill,Programming_Skill,Problem_Solving,Aptitude_Score,Logical_Reasoning,Technical_Test_Score,Coding_Assessment,Industry_Skill,Internship_Count,Internship_Performance,Projects_Completed,Mini_Projects,Major_Project_Score,Certifications,Hackathon_Participation,Workshops_Attended,Technical_Events,Soft_Skill_Rating,Resume_Score,Interview_Score,Skill_Gap,Employability_Percentage,Placement_Package_LPA,Employment_Status
S995,24,Female,Mechanical,3,5.7,63,95,78,71,71,99,61,63,100,46,0,75,1,6,85,1,8,9,6,62,80,79,17,67.35,4.06,Not Employed
S630,21,Male,CSE,5,8.37,58,98,90,78,58,96,81,98,82,66,3,70,5,5,79,8,5,2,4,78,44,67,8,82.4,5.37,Employed
S280,18,Male,AI&DS,1,7.66,64,83,48,91,78,51,85,73,38,50,1,48,3,6,64,4,2,3,2,45,67,49,14,60.05,0.0,Not Employed
S211,22,Male,CSE,4,7.89,57,72,73,66,57,75,87,88,48,80,3,84,7,1,60,2,8,6,8,61,82,55,23,72.65,4.07,Employed
S808,21,Female,ECE,1,7.22,89,85,99,54,45,76,72,85,81,81,0,59,5,3,69,10,0,7,6,65,52,74,8,84.35,6.81,Employed
S737,19,Male,EEE,4,5.67,81,72,67,83,78,53,74,36,57,93,2,89,2,2,98,4,2,1,1,58,41,85,12,76.8,6.88,Employed
S800,21,Male,AI&DS,4,7.39,96,71,91,36,53,69,63,80,58,44,2,69,8,1,94,9,2,0,7,47,45,79,52,68.1,4.68,Not Employed
S534,18,Female,CSE,8,9.0,57,97,91,93,35,56,88,87,69,98,1,61,8,5,68,10,4,4,8,55,61,70,41,77.9,7.03,Employed
S009,23,Female,AI&DS,8,9.13,57,66,46,90,80,67,66,94,41,47,0,65,6,1,65,3,3,8,7,48,67,58,10,61.9,0.0,Not Employed
S279,24,Female,Mechanical,5,6.72,89,83,46,80,53,40,48,71,82,97,3,61,3,1,63,2,8,3,3,90,97,49,8,81.1,6.25,Employed
S912,19,Female,IT,7,8.76,64,71,97,53,91,66,54,73,84,38,0,79,2,3,65,0,5,7,10,53,86,74,26,60.0,0.0,Not Employed
S798,23,Male,Mechanical,3,6.48,59,79,61,47,43,40,87,39,40,88,0,62,4,1,90,8,8,6,8,56,55,36,29,57.5,0.0,Not Employed
S665,18,Male,IT,6,6.93,52,71,76,62,45,54,43,70,74,,4,99,5,5,92,4,1,6,0,59,98,88,7,71.55,3.19,Employed
S815,24,Male,ECE,7,6.49,94,89,54,48,37,41,74,50,98,80,1,49,2,1,73,8,7,1,8,57,60,55,14,71.55,3.42,Employed
S049,18,Female,ECE,1,5.77,75,85,67,48,97,85,98,91,44,45,2,78,3,1,58,4,8,11,5,64,78,72,30,65.55,3.91,Not Employed
S978,22,Male,CSE,5,9.53,97,75,46,76,60,78,73,59,45,54,1,65,1,1,50,1,4,4,0,81,82,94,43,66.85,4.86,Not Employed
S780,23,Female,EEE,2,7.14,68,97,67,58,81,69,94,44,93,83,0,84,4,2,51,1,2,6,5,69,94,58,15,69.9,3.76,Not Employed
S464,23,Male,AI&DS,1,9.15,45,83,89,87,44,61,51,98,59,61,4,92,8,5,72,5,8,2,1,68,67,83,16,77.1,7.62,Employed
S410,19,Female,Mechanical,2,7.71,52,74,46,71,80,44,79,77,50,81,0,97,1,5,59,2,6,8,5,78,51,89,29,60.1,0.0,Not Employed
S989,22,Male,CSE,2,8.2,84,65,74,71,63,45,45,60,53,84,3,46,2,3,84,4,8,5,8,43,61,55,0,76.45,7.4,Employed
S324,22,Female,CSE,1,8.9,52,88,59,35,93,61,55,64,79,73,2,82,3,6,74,8,3,1,5,73,77,59,,65.35,4.65,Not Employed
S609,24,Male,Mechanical,4,6.4,81,79,93,62,73,63,69,41,64,67,1,72,1,3,50,3,2,5,3,71,100,84,14,74.3,4.44,Employed
S175,24,Female,Mechanical,3,6.84,95,83,100,36,53,47,42,35,85,45,2,53,6,2,76,10,8,2,2,51,54,67,50,65.25,3.39,Not Employed
S057,19,Male,AI&DS,8,7.59,81,97,68,76,75,49,68,43,95,91,2,90,5,5,53,5,8,1,4,69,68,39,10,77.35,5.17,Employed
S902,18,Male,ECE,5,8.29,81,68,45,90,73,42,43,86,60,85,4,86,3,2,100,5,3,4,8,57,72,90,4,82.85,5.81,Employed
S951,18,Female,AI&DS,3,6.28,100,82,40,48,58,62,86,86,56,73,3,51,7,2,87,4,2,10,0,45,94,56,27,73.85,4.59,Employed
S654,23,Male,IT,3,7.26,67,64,43,39,67,64,51,98,94,85,2,68,3,3,97,6,5,12,9,95,84,58,18,73.25,3.01,Employed
S318,19,Male,EEE,1,9.13,66,87,47,64,50,75,54,97,68,78,2,89,1,5,67,2,8,9,10,46,85,41,12,68.4,4.85,Not Employed
S763,23,Female,Mechanical,7,7.44,71,63,60,90,68,50,40,74,75,89,2,71,8,3,84,0,7,12,4,89,60,63,18,76.6,5.58,Employed
S340,20,Male,Mechanical,2,5.63,72,61,77,77,67,,46,95,65,78,0,92,6,5,100,3,1,12,9,79,68,47,6,74.25,4.25,Employed
S909,20,Male,ECE,5,8.6,53,89,54,80,59,66,59,55,63,79,3,41,1,3,55,2,1,12,8,100,48,77,26,68.2,3.21,Not Employed
S036,21,Female,CSE,1,9.88,83,75,85,55,74,75,40,87,46,63,0,69,,6,59,7,4,8,4,66,93,96,20,75.4,7.94,Employed
S628,21,Female,ECE,6,6.87,79,98,60,74,95,72,71,84,52,95,2,45,8,3,84,8,1,4,10,57,99,69,16,84.7,7.62,Employed
S569,22,Female,ECE,7,8.63,53,81,51,47,74,62,51,90,67,98,0,51,5,4,62,3,5,10,10,45,61,92,45,63.55,0.0,Not Employed
S507,20,Male,Mechanical,3,6.9,69,78,51,70,52,76,60,87,63,59,2,96,4,2,68,4,7,4,1,71,62,81,10,72.55,3.7,Employed
S574,22,Female,IT,8,9.97,94,78,89,42,40,52,100,46,74,57,2,87,1,5,51,0,4,6,3,62,74,41,37,61.5,0.0,Not Employed
S250,19,Female,CSE,5,9.67,73,84,83,75,40,46,98,80,90,69,2,57,5,1,66,10,6,7,10,87,55,59,4,80.0,6.56,Employed
S534,18,Female,CSE,8,9.0,57,97,91,93,35,56,88,87,69,98,1,61,8,5,68,10,4,4,8,55,61,70,41,77.9,7.03,Employed
S827,22,Female,CSE,3,8.78,50,69,59,44,60,76,55,90,86,94,4,76,8,4,52,9,8,7,3,44,50,89,44,74.8,3.98,Employed
S761,22,Male,Mechanical,3,5.76,88,90,63,66,83,96,84,40,79,49,0,70,2,4,93,0,3,9,8,88,89,85,39,66.4,3.41,Not Employed
S387,19,Female,CSE,5,8.47,73,68,76,97,75,73,98,80,100,61,0,82,1,2,52,3,2,4,3,48,78,62,12,72.5,4.18,Employed
S662,23,Male,Mechanical,8,8.01,74,84,60,82,60,97,42,39,92,59,0,76,6,1,92,5,5,6,0,60,95,94,15,76.7,5.26,Employed
S795,22,Female,IT,4,9.59,88,96,61,53,40,63,64,,39,42,3,71,1,6,51,6,6,8,0,44,74,84,46,60.95,0.0,Not Employed
S135,19,Female,EEE,5,6.29,47,65,43,64,63,41,73,96,35,77,4,52,3,3,95,2,,0,0,49,77,53,30,60.25,0.0,Not Employed
S007,18,Female,IT,4,5.76,81,65,45,97,43,88,74,51,51,95,4,50,5,5,88,6,3,8,3,85,59,86,14,87.8,17.95,Employed
S182,24,Male,Mechanical,4,7.37,66,67,70,96,96,53,77,55,87,37,1,42,3,5,87,2,2,10,8,42,97,53,29,60.05,0.0,Not Employed
S767,23,Female,CSE,3,8.79,55,63,53,67,64,87,88,96,78,64,3,62,7,5,,7,8,5,10,50,63,68,9,75.35,7.84,Employed
S011,23,Female,AI&DS,4,6.84,48,97,87,42,75,43,43,96,99,55,0,72,2,2,54,9,1,10,3,65,47,66,7,63.85,0.0,Not Employed
S053,19,Male,CSE,4,7.19,74,81,50,82,74,86,60,45,41,54,1,88,1,6,55,4,7,10,6,71,78,91,20,68.25,3.83,Not Employed
S326,21,Female,Mechanical,7,9.21,54,92,48,97,93,48,85,100,50,62,3,70,1,6,60,8,5,1,9,94,66,49,8,70.3,3.24,Employed
S281,18,Male,ECE,7,5.69,51,62,90,100,42,70,47,67,40,43,2,82,1,1,100,1,3,9,3,51,82,79,8,67.1,3.06,Not Employed
S261,24,Male,IT,1,6.37,95,69,83,95,98,51,50,40,41,81,2,53,7,3,71,9,7,0,1,87,43,57,14,82.55,5.47,Employed
S058,24,Female,CSE,2,8.27,77,84,69,40,92,98,91,59,76,95,4,49,1,4,56,5,1,8,10,51,42,66,18,78.5,7.12,Employed
S202,19,Female,ECE,4,6.68,72,100,55,69,71,81,87,69,87,59,0,51,3,3,57,10,7,9,7,57,84,97,13,75.15,5.56,Employed
S885,18,Male,Mechanical,6,7.95,100,87,45,81,72,68,82,66,46,77,3,92,7,2,87,7,2,5,5,90,96,49,23,81.5,5.3,Employed
S383,18,Female,Mechanical,2,8.55,99,69,64,89,56,99,43,47,80,95,1,100,1,1,82,10,5,9,6,49,80,86,4,91.6,10.45,Employed
S083,23,Female,AI&DS,2,8.27,82,75,55,41,63,80,54,41,47,87,2,85,8,1,93,2,0,8,2,66,81,95,5,79.65,6.43,Employed
S747,24,Male,CSE,8,8.15,87,89,47,67,39,41,87,68,65,43,4,88,5,5,50,5,3,10,1,60,90,57,44,63.55,0.0,Not Employed
S861,21,Female,ECE,2,7.57,77,67,62,88,66,74,84,73,79,98,1,87,1,6,96,2,6,6,,84,92,86,21,81.2,6.6,Employed
S985,19,Female,CSE,5,7.08,57,76,42,44,80,72,40,79,79,45,0,60,8,3,67,9,6,10,5,55,78,49,12,61.75,0.0,Not Employed
S759,21,Female,Mechanical,2,8.98,53,76,78,40,35,95,65,94,53,47,2,45,8,3,76,8,1,12,3,93,60,58,6,71.9,4.84,Employed
S610,21,Female,EEE,3,9.64,75,95,78,71,66,44,79,48,35,38,4,43,1,3,50,4,7,6,9,50,46,41,37,56.05,0.0,Not Employed
S871,18,Male,EEE,4,6.91,76,65,48,71,,86,62,62,48,56,4,43,1,6,65,6,2,10,2,100,45,43,20,69.45,4.86,Not Employed
S355,19,Male,ECE,5,6.43,63,93,44,,42,63,73,36,56,76,3,65,3,1,58,8,6,7,1,64,97,61,13,73.95,3.26,Employed
S300,24,Male,EEE,7,9.07,65,88,70,52,68,51,83,76,71,60,0,66,6,2,75,6,3,0,0,99,75,64,5,69.75,4.81,Not Employed
S659,23,Male,ECE,1,5.95,92,76,50,72,67,66,50,89,61,55,2,46,5,3,84,8,1,1,2,95,47,35,37,68.4,4.91,Not Employed
S453,18,Male,IT,2,5.74,64,60,67,80,35,43,56,52,79,71,4,82,3,1,95,4,2,11,3,67,77,45,7,72.35,3.58,Employed
S002,18,Male,Mechanical,7,7.03,54,73,88,78,48,45,64,47,80,79,4,56,1,6,79,8,1,6,1,75,58,81,25,74.3,4.15,Employed
S500,22,Female,IT,5,9.85,92,99,82,95,61,50,40,64,62,46,4,49,3,2,80,0,5,1,0,48,72,91,46,70.0,3.85,Employed
S300,24,Male,EEE,7,9.07,65,88,70,52,68,51,83,76,71,60,0,66,6,2,75,6,3,0,0,99,75,64,5,69.75,4.81,Not Employed
S699,22,Female,EEE,7,9.41,87,78,93,93,46,,73,72,53,81,4,64,4,2,71,9,1,4,0,89,72,74,6,94.8,13.69,Employed
S527,24,Female,IT,2,8.72,83,94,85,38,91,70,92,42,72,85,0,63,7,6,82,10,7,6,1,46,49,68,2,78.25,7.27,Employed
S579,22,Female,ECE,3,7.49,94,62,82,99,59,89,53,75,40,36,1,61,5,2,72,7,3,10,0,65,64,54,58,66.5,4.89,Not Employed
S141,19,Male,Mechanical,5,9.9,75,67,59,85,95,71,97,68,46,84,1,63,7,3,61,7,0,4,7,69,56,63,9,78.25,7.51,Employed
S368,24,Female,CSE,7,7.42,50,79,78,54,57,56,64,94,74,93,2,64,8,1,71,2,7,3,2,98,52,35,43,66.2,3.03,Not Employed
S028,22,Male,CSE,4,8.74,76,95,88,65,95,81,85,97,92,37,0,58,4,4,94,3,4,10,9,63,70,79,39,65.7,3.85,Not Employed
S792,23,Male,AI&DS,8,9.56,95,96,62,42,36,50,95,88,41,45,2,47,6,2,96,2,5,12,10,83,83,68,50,61.95,0.0,Not Employed
S117,24,Female,IT,3,8.05,76,81,97,41,40,46,80,93,37,50,1,68,8,1,77,3,2,10,4,50,95,70,26,66.15,3.19,Not Employed
S496,21,Male,CSE,7,8.65,69,68,88,36,55,73,87,50,56,60,3,95,2,1,77,7,2,10,8,71,48,88,9,72.75,3.8,Employed
S797,24,Male,IT,6,5.54,55,100,62,36,44,71,53,83,75,67,1,97,7,2,68,1,7,8,4,51,77,42,12,62.9,0.0,Not Employed
S446,18,Male,IT,7,6.45,70,92,67,100,77,43,68,69,82,47,0,81,7,6,77,3,4,3,6,51,78,70,23,65.8,4.06,Not Employed
S472,21,Male,ECE,7,7.5,59,73,64,58,90,74,43,74,39,79,0,98,6,3,98,9,3,12,0,61,86,90,20,72.7,4.73,Employed
S696,24,Male,EEE,4,7.13,70,98,45,38,84,49,83,93,44,76,1,46,3,2,66,5,5,0,6,72,75,58,6,66.7,3.87,Not Employed
S224,19,Male,AI&DS,2,6.3,73,99,71,76,93,96,55,89,86,40,4,87,7,6,70,6,8,8,10,96,85,39,33,74.5,4.04,Employed
S454,18,Female,IT,4,9.15,85,84,67,86,47,97,56,73,74,57,4,67,6,5,58,10,3,4,2,66,75,60,28,82.2,5.9,Employed
S330,18,Female,AI&DS,4,9.23,98,97,68,45,76,65,77,40,97,37,2,67,3,4,51,8,5,6,4,45,47,47,61,57.25,0.0,Not Employed
S806,22,Male,ECE,8,7.57,70,97,46,63,51,89,44,37,55,46,3,83,2,4,69,6,0,2,9,87,73,62,24,65.5,3.24,Not Employed
S078,24,Female,EEE,2,6.08,51,85,63,78,81,88,49,60,100,86,4,42,1,1,58,5,7,8,7,49,78,100,35,76.65,5.42,Employed
S922,21,Male,EEE,2,9.01,75,69,48,60,84,56,70,97,50,60,3,61,4,1,78,6,8,1,0,51,91,71,15,71.45,4.09,Employed
S581,20,Female,,3,9.56,88,74,40,83,35,76,43,84,50,63,0,76,2,1,91,7,6,4,10,79,64,92,25,72.65,4.82,Employed
S407,24,Male,AI&DS,8,9.75,56,78,41,74,55,96,51,85,59,43,1,44,7,2,79,10,6,1,8,48,86,36,13,65.8,4.21,Not Employed
S253,21,Female,IT,1,6.66,97,76,51,91,43,71,99,60,85,57,3,46,3,5,99,6,3,9,10,46,98,91,40,76.65,7.15,Employed
S564,19,Female,CSE,4,7.97,87,77,41,98,63,93,84,63,66,63,3,81,4,2,50,4,3,0,9,70,93,91,24,80.6,6.24,Employed
S608,23,Female,IT,6,7.8,55,72,88,67,77,52,60,68,85,50,2,68,1,4,88,10,8,12,6,53,51,49,5,66.95,3.08,Not Employed
S101,23,Male,EEE,6,5.74,72,74,93,44,78,78,89,,76,38,2,90,8,4,64,5,8,6,6,51,83,83,34,69.25,3.17,Not Employed
S161,21,Male,ECE,8,5.71,61,80,40,63,78,73,73,47,90,66,3,62,7,2,85,9,0,0,10,99,50,99,5,78.7,7.55,Employed
S160,21,Female,ECE,8,9.1,86,70,47,51,42,100,94,55,48,88,4,70,8,2,89,6,5,9,0,95,83,51,2,86.35,12.83,Employed
S634,19,Male,IT,2,5.51,87,79,67,84,92,53,54,47,45,87,3,68,3,6,74,9,6,0,8,88,57,61,0,83.65,7.65,Employed
S840,19,Female,CSE,3,6.23,80,99,100,70,89,65,61,58,92,78,1,52,4,2,83,2,3,0,2,41,48,77,2,78.85,6.2,Employed
S235,19,Male,IT,1,9.0,50,88,72,38,96,97,72,54,59,78,3,86,5,3,59,1,8,10,2,53,86,39,28,64.7,0.0,Not Employed
S501,21,Female,IT,2,6.58,70,84,89,84,95,62,59,75,45,62,1,100,5,6,59,6,8,7,7,84,90,67,8,76.7,7.06,Employed
S516,20,Male,AI&DS,7,7.89,69,65,49,35,78,100,99,68,60,100,4,86,8,4,53,7,4,0,1,95,71,93,31,83.5,6.1,Employed
S749,21,Male,AI&DS,4,7.68,48,91,70,69,66,54,93,57,76,90,1,53,5,5,86,1,7,12,0,44,,68,42,62.9,0.0,Not Employed
S055,21,Male,EEE,6,5.82,100,62,67,37,93,98,44,75,89,86,3,58,2,4,51,5,2,12,9,69,93,81,14,87.0,8.88,Employed
S762,20,Male,ECE,3,5.95,82,76,60,82,42,64,71,35,41,38,4,81,5,2,69,8,4,2,0,58,98,83,44,68.2,5.0,Not Employed
S086,23,Female,ECE,6,5.89,87,66,51,52,96,60,99,66,35,68,3,55,8,3,71,4,0,4,10,63,84,65,19,72.9,3.12,Employed
S630,21,Male,CSE,5,8.37,58,98,90,78,58,96,81,98,82,66,3,70,5,5,79,8,5,2,4,78,44,67,8,82.4,5.37,Employed
S702,24,Male,ECE,6,7.95,54,87,82,69,46,90,75,83,83,79,3,80,2,2,50,8,7,12,6,46,83,53,25,75.25,7.3,Employed
S145,23,Female,CSE,7,9.5,66,75,43,95,69,97,63,37,78,73,2,57,8,6,93,1,3,2,4,87,68,76,7,78.5,5.81,Employed
S438,18,Male,IT,7,9.06,67,75,44,62,82,63,49,75,50,36,2,84,1,6,71,3,7,9,5,97,54,43,31,54.4,0.0,Not Employed
S863,22,Male,ECE,5,8.32,54,99,66,89,73,44,88,91,85,97,0,75,1,5,100,9,7,4,10,83,71,67,43,69.7,4.12,Not Employed
S115,23,Female,IT,5,9.79,77,66,48,87,42,57,95,51,51,66,1,85,6,2,98,10,6,7,2,76,80,69,11,74.9,4.26,Employed
S522,22,Female,IT,5,8.88,73,89,41,54,56,79,62,90,88,37,2,75,8,2,74,8,2,6,9,100,94,50,36,66.8,3.19,Not Employed
S166,21,Female,EEE,4,6.73,66,78,68,52,52,66,78,100,73,75,4,80,4,2,63,9,4,10,5,98,83,51,9,80.3,7.94,Employed
S878,20,Male,,1,8.6,52,63,74,78,96,54,76,37,64,78,1,46,2,5,88,6,8,4,4,50,81,72,26,65.7,3.78,Not Employed
S219,18,Male,ECE,5,8.48,87,83,95,48,37,58,95,84,64,83,4,85,2,3,81,9,8,1,2,52,72,93,4,87.7,13.61,Employed
S463,18,Female,IT,1,9.66,65,66,84,92,83,48,80,60,60,67,3,68,5,2,62,2,6,8,3,45,77,38,2,72.3,4.26,Employed
S932,,Female,EEE,3,6.48,78,87,86,99,95,78,43,87,38,68,4,98,7,5,93,3,2,0,5,89,63,65,10,84.85,5.78,Employed
S066,21,Male,Mechanical,7,9.91,61,61,62,43,79,55,86,48,77,52,0,62,6,6,61,10,7,11,7,80,51,52,9,62.8,0.0,Not Employed
S829,19,Male,EEE,6,6.32,52,69,42,55,50,77,44,80,38,79,3,91,7,3,68,9,7,12,4,70,40,41,27,66.2,3.0,Not Employed
S348,20,Male,CSE,5,9.43,99,92,77,97,61,86,45,95,43,56,4,64,6,4,83,7,2,5,5,73,84,96,43,85.25,15.16,Employed
S983,21,Male,EEE,3,9.85,54,81,93,44,60,73,70,59,61,93,0,52,5,6,61,4,4,4,7,58,75,35,39,63.25,0.0,Not Employed
S802,22,Male,Mechanical,6,8.06,74,90,50,47,83,75,73,40,41,78,1,70,4,1,85,6,2,8,9,70,97,57,4,71.4,4.61,Employed
S925,21,Male,AI&DS,4,7.14,97,93,89,68,55,58,94,62,49,63,4,48,5,5,68,8,1,3,0,40,59,48,34,74.5,4.48,Employed
S400,18,Female,Mechanical,1,6.87,62,83,57,79,88,55,60,41,58,40,0,43,6,2,68,7,4,9,1,67,51,67,22,59.15,0.0,Not Employed
S130,24,Male,AI&DS,6,6.17,90,75,62,85,100,43,83,73,68,57,0,100,7,4,85,8,3,1,7,46,91,52,33,68.4,3.24,Not Employed
S620,22,Male,CSE,4,8.76,90,100,99,47,93,64,87,78,65,95,0,60,5,5,99,7,3,9,6,46,40,51,5,79.55,6.78,Employed
S479,20,Male,IT,4,9.1,68,74,69,75,49,84,55,91,87,81,0,62,2,3,91,7,3,7,6,54,76,51,13,75.0,7.78,Employed
S959,20,Female,AI&DS,4,7.82,91,77,44,36,35,78,61,64,99,78,2,70,5,2,55,6,4,3,5,89,77,37,13,75.65,7.51,Employed
S690,20,Female,Mechanical,3,7.6,98,63,83,78,39,58,83,42,72,65,1,98,4,2,98,5,3,8,4,77,60,50,33,71.45,3.79,Employed
S972,18,Male,EEE,3,9.28,60,99,47,93,42,80,88,57,88,59,2,57,5,2,70,9,6,10,10,51,81,67,1,76.15,6.0,Employed
S118,20,Female,CSE,6,8.49,86,70,43,85,74,86,84,64,89,46,0,40,4,4,54,2,3,,10,68,40,36,40,59.45,0.0,Not Employed
S599,21,Male,ECE,8,5.56,64,100,50,78,74,83,79,89,50,51,4,58,6,6,73,2,5,9,7,44,41,92,13,71.9,3.74,Employed
S700,24,Male,AI&DS,4,5.99,98,74,58,53,90,65,76,42,87,37,4,70,3,4,90,1,7,12,6,97,41,91,61,62.85,0.0,Not Employed
S151,23,Male,Mechanical,8,9.58,87,82,72,73,56,93,82,58,72,47,3,48,5,6,85,2,5,10,1,54,62,63,40,69.2,4.49,Not Employed
S418,22,Male,EEE,8,5.71,65,65,100,74,36,62,88,,85,99,1,60,7,6,72,2,1,5,6,97,87,99,34,82.5,5.3,Employed
S033,24,Male,CSE,1,6.25,64,98,87,71,91,47,69,73,86,69,4,74,8,4,55,9,0,6,5,78,56,38,5,79.05,5.27,Employed
S657,21,Female,EEE,4,9.65,98,97,54,92,68,59,97,39,64,67,3,56,1,5,64,0,3,7,3,65,40,90,31,71.7,3.1,Employed
S220,23,Male,CSE,4,9.65,64,81,71,85,55,41,62,80,80,73,1,72,5,1,90,4,6,0,8,100,57,63,9,73.45,3.3,Employed
S244,22,Male,Mechanical,3,7.64,57,95,64,81,88,49,58,51,52,36,0,81,1,2,96,7,6,2,1,48,81,88,21,58.2,0.0,Not Employed
S908,21,Female,AI&DS,1,5.93,80,68,57,37,52,85,89,46,99,54,1,81,4,5,78,9,4,0,2,97,65,53,26,68.15,3.07,Not Employed
S991,23,Male,EEE,3,9.63,57,65,68,43,72,64,87,44,78,66,4,57,7,4,74,6,2,6,2,55,60,83,9,72.95,4.85,Employed
S322,22,Male,Mechanical,5,7.39,88,95,95,73,75,98,62,36,70,53,3,68,4,5,89,9,7,11,5,96,91,86,35,82.05,7.33,Employed
